dataset,matcher,precision,recall,f1-measure
/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/cmt.owl/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/edas.owl,jiangConrath_matcher,0.8888888888888888,0.8888888888888888,0.7272727272727274
/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/cmt.owl/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/edas.owl,jaccardStemmed_matcher,0.8888888888888888,0.8888888888888888,0.7272727272727274
/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/cmt.owl/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/edas.owl,ngramDistance_matcher,0.8888888888888888,0.8888888888888888,0.7272727272727274
/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/cmt.owl/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/edas.owl,prefix_matcher,0.2857142857142857,0.2857142857142857,0.3902439024390244
/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/cmt.owl/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/edas.owl,levenshteinDistance_matcher,0.8888888888888888,0.8888888888888888,0.7272727272727274
/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/cmt.owl/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/edas.owl,smoaDistance_matcher,0.7272727272727273,0.7272727272727273,0.6666666666666667
/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/cmt.owl/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/edas.owl,level2_jaro,0.20512820512820512,0.20512820512820512,0.3076923076923077
/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/cmt.owl/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/edas.owl,soft_tfidf_jaro,0.8888888888888888,0.8888888888888888,0.7272727272727274
/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/cmt.owl/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/edas.owl,hammingDistance_matcher,0.8888888888888888,0.8888888888888888,0.7272727272727274
/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/cmt.owl/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/edas.owl,jaroMeasure_matcher,0.8,0.8,0.6956521739130435
/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/cmt.owl/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/edas.owl,simple_tfidf,0.8888888888888888,0.8888888888888888,0.7272727272727274
cmt-edas,metaMatcher,0.6923076923076923,0.6923076923076923,0.6923076923076923
/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/cmt.owl/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/ekaw.owl,equalDistance_matcher,0.7142857142857143,0.7142857142857143,0.5555555555555556
/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/cmt.owl/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/ekaw.owl,needlemanWunsch2Distance_matcher,0.7142857142857143,0.7142857142857143,0.5555555555555556
/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/cmt.owl/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/ekaw.owl,jiang_conrath_new,0.8333333333333334,0.8333333333333334,0.5882352941176471
/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/cmt.owl/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/ekaw.owl,new_lin,0.8333333333333334,0.8333333333333334,0.5882352941176471
/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/cmt.owl/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/ekaw.owl,subStringDistance_matcher,0.7142857142857143,0.7142857142857143,0.5555555555555556
/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/cmt.owl/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/ekaw.owl,level2_monge_elkan,0.13725490196078433,0.13725490196078433,0.22580645161290325
/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/cmt.owl/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/ekaw.owl,lin_matcher,0.625,0.625,0.5263157894736842
/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/cmt.owl/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/ekaw.owl,jaro_tfidf,0.7142857142857143,0.7142857142857143,0.5555555555555556
/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/cmt.owl/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/ekaw.owl,suffix_matcher,0.25925925925925924,0.25925925925925924,0.368421052631579
/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/cmt.owl/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/ekaw.owl,level2_jaro_winkler,0.20588235294117646,0.20588235294117646,0.3111111111111111
/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/cmt.owl/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/ekaw.owl,wu_palmer,0.8333333333333334,0.8333333333333334,0.5882352941176471
/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/cmt.owl/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/ekaw.owl,jaroWinklerMeasure_matcher,1.0,1.0,0.0
/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/cmt.owl/Users/mueller/Documents/master-thesis/oaMatcherCode/ontos/2014/conference/ekaw.owl,advanced_tfidf,0.0,0.0,0.0
