cmt-conference,core_platform,0.6,0.2,0.3
cmt-confOf,core_platform,0.6666666666666666,0.25,0.36363636363636365
cmt-edas,core_platform,1.0,0.6153846153846154,0.761904761904762
cmt-ekaw,core_platform,0.8333333333333334,0.45454545454545453,0.5882352941176471
cmt-iasted,core_platform,0.6666666666666666,1.0,0.8
cmt-sigkdd,core_platform,0.7777777777777778,0.5833333333333334,0.6666666666666666
conference-confOf,core_platform,0.7777777777777778,0.4666666666666667,0.5833333333333334
conference-edas,core_platform,0.875,0.4117647058823529,0.56
conference-ekaw,core_platform,0.8333333333333334,0.2,0.3225806451612903
conference-iasted,core_platform,0.6666666666666666,0.2857142857142857,0.4
conference-sigkdd,core_platform,0.8888888888888888,0.5333333333333333,0.6666666666666667
confOf-edas,core_platform,0.6,0.3157894736842105,0.41379310344827586
confOf-ekaw,core_platform,0.7777777777777778,0.35,0.48275862068965514
confOf-iasted,core_platform,0.5,0.5555555555555556,0.5263157894736842
confOf-sigkdd,core_platform,0.8,0.5714285714285714,0.6666666666666666
edas-ekaw,core_platform,0.7142857142857143,0.21739130434782608,0.3333333333333333
edas-iasted,core_platform,0.5,0.3684210526315789,0.4242424242424242
edas-sigkdd,core_platform,0.7,0.4666666666666667,0.56
ekaw-iasted,core_platform,0.8571428571428571,0.6,0.7058823529411764
ekaw-sigkdd,core_platform,1.0,0.6363636363636364,0.7777777777777778
iasted-sigkdd,core_platform,0.7857142857142857,0.7333333333333333,0.7586206896551724
