cmt-conference,core_platform,0.5384615384615384,0.4666666666666667,0.5
cmt-confOf,core_platform,0.6363636363636364,0.4375,0.5185185185185185
cmt-edas,core_platform,0.6666666666666666,0.6153846153846154,0.64
cmt-ekaw,core_platform,0.7142857142857143,0.45454545454545453,0.5555555555555556
cmt-iasted,core_platform,0.3333333333333333,1.0,0.5
cmt-sigkdd,core_platform,0.7692307692307693,0.8333333333333334,0.8
conference-confOf,core_platform,0.625,0.6666666666666666,0.6451612903225806
conference-edas,core_platform,0.47058823529411764,0.47058823529411764,0.47058823529411764
conference-ekaw,core_platform,0.5333333333333333,0.32,0.4
conference-iasted,core_platform,0.3333333333333333,0.5,0.4
conference-sigkdd,core_platform,0.5,0.6,0.5454545454545454
confOf-edas,core_platform,0.5789473684210527,0.5789473684210527,0.5789473684210527
confOf-ekaw,core_platform,0.6,0.45,0.5142857142857143
confOf-iasted,core_platform,0.30434782608695654,0.7777777777777778,0.43750000000000006
confOf-sigkdd,core_platform,0.45454545454545453,0.7142857142857143,0.5555555555555556
edas-ekaw,core_platform,0.65,0.5652173913043478,0.6046511627906976
edas-iasted,core_platform,0.3103448275862069,0.47368421052631576,0.375
edas-sigkdd,core_platform,0.4666666666666667,0.4666666666666667,0.4666666666666667
ekaw-iasted,core_platform,0.2857142857142857,0.8,0.4210526315789473
ekaw-sigkdd,core_platform,0.5625,0.8181818181818182,0.6666666666666666
iasted-sigkdd,core_platform,0.4444444444444444,0.8,0.5714285714285714
