dataset,matcher,precision,recall,f1-measure
conference-edas,level2_monge_elkan,0.03896103896103896,0.5294117647058824,0.07258064516129033
conference-edas,suffix,0.16363636363636364,0.5294117647058824,0.24999999999999997
conference-edas,esaSim,0.3333333333333333,0.4117647058823529,0.36842105263157887
conference-edas,level2_jaro,0.0625,0.5294117647058824,0.11180124223602485
conference-edas,wuPalmerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,0.27586206896551724,0.47058823529411764,0.34782608695652173
conference-edas,smoaDistance,0.1262135922330097,0.7647058823529411,0.21666666666666667
conference-edas,jiangConrath,0.6363636363636364,0.4117647058823529,0.5
conference-edas,needlemanWunsch2Distance,0.875,0.4117647058823529,0.56
conference-edas,umbcSim,0.3888888888888889,0.4117647058823529,0.39999999999999997
conference-edas,soft_tfidf_jaro,0.4166666666666667,0.5882352941176471,0.48780487804878053
conference-edas,mongeElkan,0.08196721311475409,0.5882352941176471,0.14388489208633093
conference-edas,simple_tfidf,0.6666666666666666,0.5882352941176471,0.625
conference-edas,jaro_winkler_tfidf,0.45454545454545453,0.5882352941176471,0.5128205128205129
conference-edas,levenshteinDistance,0.7777777777777778,0.4117647058823529,0.5384615384615384
conference-edas,hammingDistance,0.875,0.4117647058823529,0.56
conference-edas,equalDistancedeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,0.0,0.0,0.0
conference-edas,equalDistance,0.875,0.4117647058823529,0.56
conference-edas,subStringDistance,0.4375,0.4117647058823529,0.42424242424242425
conference-edas,ngramDistancedeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,0.0,0.0,0.0
conference-edas,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,0.0,0.0,0.0
conference-edas,jaroMeasure,0.15517241379310345,0.5294117647058824,0.24000000000000002
conference-edas,best_base_matcher,0.6666666666666666,0.5882352941176471,0.625
conference-ekaw,core_platform,0.6666666666666666,0.32,0.43243243243243246
conference-ekaw,majority_vote,0.6666666666666666,0.32,0.43243243243243246
conference-ekaw,ngramDistance,0.5,0.36,0.41860465116279066
conference-ekaw,wuPalmer,0.3888888888888889,0.28,0.32558139534883723
conference-ekaw,wuPalmerdeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,0.0,0.0,0.0
conference-ekaw,path,0.7,0.28,0.4
conference-ekaw,lin,0.6363636363636364,0.28,0.3888888888888889
conference-ekaw,level2_jara_winklerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,0.08695652173913043,0.48,0.147239263803681
conference-ekaw,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,0.1095890410958904,0.64,0.1871345029239766
conference-ekaw,jaroWinklerMeasure,0.1095890410958904,0.64,0.1871345029239766
conference-ekaw,word2Vec,0.5833333333333334,0.28,0.3783783783783784
conference-ekaw,level2_jara_winkler,0.08695652173913043,0.48,0.147239263803681
conference-ekaw,prefix,0.2,0.4,0.26666666666666666
conference-ekaw,level2_jara_winklerdeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,0.0,0.0,0.0
conference-ekaw,ngramDistancedeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,0.5,0.36,0.41860465116279066
conference-ekaw,equalDistancedeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,0.6666666666666666,0.32,0.43243243243243246
conference-ekaw,word2VecStemmed,0.75,0.24,0.36363636363636365
conference-ekaw,jaccard,0.6666666666666666,0.32,0.43243243243243246
conference-ekaw,level2_monge_elkan,0.11320754716981132,0.48,0.183206106870229
conference-ekaw,suffix,0.22,0.44,0.29333333333333333
conference-ekaw,esaSim,0.3888888888888889,0.28,0.32558139534883723
conference-ekaw,level2_jaro,0.10526315789473684,0.48,0.1726618705035971
conference-ekaw,wuPalmerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,0.3888888888888889,0.28,0.32558139534883723
conference-ekaw,smoaDistance,0.1308411214953271,0.56,0.2121212121212121
conference-ekaw,jiangConrath,0.7,0.28,0.4
conference-ekaw,needlemanWunsch2Distance,0.6923076923076923,0.36,0.47368421052631576
conference-ekaw,umbcSim,0.5,0.32,0.39024390243902435
conference-ekaw,soft_tfidf_jaro,0.39285714285714285,0.44,0.4150943396226415
conference-ekaw,mongeElkan,0.13157894736842105,0.6,0.21582733812949642
conference-ekaw,simple_tfidf,0.5263157894736842,0.4,0.45454545454545453
conference-ekaw,jaro_winkler_tfidf,0.4782608695652174,0.44,0.4583333333333333
conference-ekaw,levenshteinDistance,0.6428571428571429,0.36,0.4615384615384615
conference-ekaw,hammingDistance,0.6428571428571429,0.36,0.4615384615384615
conference-ekaw,equalDistancedeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,0.0,0.0,0.0
conference-ekaw,equalDistance,0.6666666666666666,0.32,0.43243243243243246
conference-ekaw,subStringDistance,0.4090909090909091,0.36,0.3829787234042554
conference-ekaw,ngramDistancedeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,0.0,0.0,0.0
conference-ekaw,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,0.0,0.0,0.0
conference-ekaw,jaroMeasure,0.14285714285714285,0.48,0.2201834862385321
conference-ekaw,best_base_matcher,0.6923076923076923,0.36,0.47368421052631576
conference-iasted,core_platform,0.5714285714285714,0.2857142857142857,0.38095238095238093
conference-iasted,majority_vote,0.6666666666666666,0.2857142857142857,0.4
conference-iasted,ngramDistance,0.5,0.2857142857142857,0.36363636363636365
conference-iasted,level2_monge_elkandeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,0.024154589371980676,0.35714285714285715,0.04524886877828054
conference-iasted,wuPalmer,0.18518518518518517,0.35714285714285715,0.24390243902439024
conference-iasted,wuPalmerdeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,0.0,0.0,0.0
conference-iasted,path,0.5714285714285714,0.2857142857142857,0.38095238095238093
conference-iasted,lin,0.4444444444444444,0.2857142857142857,0.34782608695652173
conference-iasted,level2_jara_winklerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,0.025806451612903226,0.2857142857142857,0.047337278106508875
conference-iasted,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,0.03488372093023256,0.42857142857142855,0.06451612903225806
conference-iasted,word2VecdeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,0.0,0.0,0.0
conference-iasted,jaroWinklerMeasure,0.03488372093023256,0.42857142857142855,0.06451612903225806
conference-iasted,word2Vec,0.5714285714285714,0.2857142857142857,0.38095238095238093
conference-iasted,level2_jara_winkler,0.025806451612903226,0.2857142857142857,0.047337278106508875
conference-iasted,prefix,0.14285714285714285,0.2857142857142857,0.19047619047619047
conference-iasted,level2_jara_winklerdeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,0.0,0.0,0.0
conference-iasted,ngramDistancedeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,0.5,0.2857142857142857,0.36363636363636365
conference-iasted,equalDistancedeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,0.6666666666666666,0.2857142857142857,0.4
conference-iasted,word2VecStemmed,0.5,0.14285714285714285,0.22222222222222224
conference-iasted,jaccard,0.6666666666666666,0.2857142857142857,0.4
conference-iasted,level2_monge_elkan,0.024154589371980676,0.35714285714285715,0.04524886877828054
conference-iasted,suffix,0.35294117647058826,0.42857142857142855,0.3870967741935484
conference-iasted,word2VecStemmeddeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,0.0,0.0,0.0
conference-iasted,esaSim,0.5714285714285714,0.2857142857142857,0.38095238095238093
conference-iasted,suffixdeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,0.0,0.0,0.0
conference-iasted,level2_jaro,0.042105263157894736,0.2857142857142857,0.07339449541284403
conference-iasted,wuPalmerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,0.18518518518518517,0.35714285714285715,0.24390243902439024
conference-iasted,smoaDistance,0.0875,0.5,0.14893617021276595
conference-iasted,level2_monge_elkandeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,0.0,0.0,0.0
conference-iasted,jiangConrath,0.5714285714285714,0.2857142857142857,0.38095238095238093
conference-iasted,needlemanWunsch2Distance,0.4,0.2857142857142857,0.3333333333333333
conference-iasted,umbcSim,0.4,0.2857142857142857,0.3333333333333333
conference-iasted,soft_tfidf_jaro,0.4,0.42857142857142855,0.4137931034482759
conference-iasted,suffixdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,0.35294117647058826,0.42857142857142855,0.3870967741935484
conference-iasted,word2VecStemmeddeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,0.5,0.14285714285714285,0.22222222222222224
conference-iasted,word2VecdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,0.5714285714285714,0.2857142857142857,0.38095238095238093
conference-iasted,mongeElkan,0.10294117647058823,0.5,0.17073170731707318
conference-iasted,simple_tfidf,0.7142857142857143,0.35714285714285715,0.4761904761904762
conference-iasted,jaro_winkler_tfidf,0.5,0.42857142857142855,0.4615384615384615
conference-iasted,levenshteinDistance,0.4,0.2857142857142857,0.3333333333333333
conference-iasted,hammingDistance,0.4,0.2857142857142857,0.3333333333333333
conference-iasted,equalDistancedeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,0.0,0.0,0.0
conference-iasted,equalDistance,0.6666666666666666,0.2857142857142857,0.4
conference-iasted,subStringDistance,0.3076923076923077,0.2857142857142857,0.29629629629629634
conference-iasted,ngramDistancedeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,0.0,0.0,0.0
conference-iasted,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,0.0,0.0,0.0
conference-iasted,jaroMeasure,0.06097560975609756,0.35714285714285715,0.10416666666666667
conference-iasted,best_base_matcher,0.7142857142857143,0.35714285714285715,0.4761904761904762
conference-sigkdd,core_platform,0.9,0.6,0.7200000000000001
conference-sigkdd,majority_vote,0.8888888888888888,0.5333333333333333,0.6666666666666667
conference-sigkdd,ngramDistance,0.6153846153846154,0.5333333333333333,0.5714285714285715
conference-sigkdd,wuPalmer,0.4375,0.4666666666666667,0.45161290322580644
conference-sigkdd,wuPalmerdeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,0.0,0.0,0.0
conference-sigkdd,path,0.75,0.4,0.5217391304347827
conference-sigkdd,lin,0.75,0.4,0.5217391304347827
conference-sigkdd,level2_jara_winklerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,0.13793103448275862,0.5333333333333333,0.21917808219178084
conference-sigkdd,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,0.19230769230769232,0.6666666666666666,0.29850746268656714
conference-sigkdd,jaroWinklerMeasure,0.19230769230769232,0.6666666666666666,0.29850746268656714
conference-sigkdd,word2Vec,0.6666666666666666,0.4,0.5
conference-sigkdd,level2_jara_winkler,0.13793103448275862,0.5333333333333333,0.21917808219178084
conference-sigkdd,prefix,0.3103448275862069,0.6,0.4090909090909091
conference-sigkdd,level2_jara_winklerdeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,0.0,0.0,0.0
conference-sigkdd,ngramDistancedeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,0.6153846153846154,0.5333333333333333,0.5714285714285715
conference-sigkdd,word2VecStemmed,0.8333333333333334,0.3333333333333333,0.47619047619047616
conference-sigkdd,jaccard,0.8888888888888888,0.5333333333333333,0.6666666666666667
conference-sigkdd,level2_monge_elkan,0.15517241379310345,0.6,0.24657534246575347
conference-sigkdd,suffix,0.3055555555555556,0.7333333333333333,0.43137254901960786
conference-sigkdd,esaSim,0.6,0.4,0.48
conference-sigkdd,level2_jaro,0.1568627450980392,0.5333333333333333,0.2424242424242424
conference-sigkdd,wuPalmerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,0.4375,0.4666666666666667,0.45161290322580644
conference-sigkdd,smoaDistance,0.25,0.8666666666666667,0.3880597014925373
conference-sigkdd,jiangConrath,0.7142857142857143,0.3333333333333333,0.4545454545454545
conference-sigkdd,needlemanWunsch2Distance,0.8,0.5333333333333333,0.64
conference-sigkdd,umbcSim,0.6,0.4,0.48
conference-sigkdd,soft_tfidf_jaro,0.5882352941176471,0.6666666666666666,0.625
conference-sigkdd,mongeElkan,0.15217391304347827,0.9333333333333333,0.2616822429906542
conference-sigkdd,simple_tfidf,0.75,0.6,0.6666666666666665
conference-sigkdd,jaro_winkler_tfidf,0.5882352941176471,0.6666666666666666,0.625
conference-sigkdd,levenshteinDistance,0.7272727272727273,0.5333333333333333,0.6153846153846153
conference-sigkdd,hammingDistance,0.8,0.5333333333333333,0.64
conference-sigkdd,equalDistance,0.8888888888888888,0.5333333333333333,0.6666666666666667
conference-sigkdd,subStringDistance,0.47058823529411764,0.5333333333333333,0.5
conference-sigkdd,ngramDistancedeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,0.0,0.0,0.0
conference-sigkdd,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,0.0,0.0,0.0
conference-sigkdd,jaroMeasure,0.29411764705882354,0.6666666666666666,0.40816326530612246
conference-sigkdd,best_base_matcher,0.8888888888888888,0.5333333333333333,0.6666666666666667
confOf-edas,core_platform,0.5882352941176471,0.5263157894736842,0.5555555555555555
confOf-edas,majority_vote,0.5882352941176471,0.5263157894736842,0.5555555555555555
confOf-edas,ngramDistance,0.5882352941176471,0.5263157894736842,0.5555555555555555
confOf-edas,wuPalmer,0.16666666666666666,0.5263157894736842,0.25316455696202533
confOf-edas,wuPalmerdeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,0.0,0.0,0.0
confOf-edas,path,0.5333333333333333,0.42105263157894735,0.47058823529411764
confOf-edas,lin,0.42105263157894735,0.42105263157894735,0.42105263157894735
confOf-edas,level2_jara_winklerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,0.08333333333333333,0.7368421052631579,0.1497326203208556
confOf-edas,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,0.16666666666666666,0.631578947368421,0.26373626373626374
confOf-edas,jaroWinklerMeasure,0.16666666666666666,0.631578947368421,0.26373626373626374
confOf-edas,word2Vec,0.5294117647058824,0.47368421052631576,0.5
confOf-edas,level2_jara_winkler,0.08333333333333333,0.7368421052631579,0.1497326203208556
confOf-edas,prefix,0.3448275862068966,0.5263157894736842,0.4166666666666667
confOf-edas,level2_jara_winklerdeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,0.0,0.0,0.0
confOf-edas,ngramDistancedeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,0.5882352941176471,0.5263157894736842,0.5555555555555555
confOf-edas,word2VecStemmed,0.5833333333333334,0.3684210526315789,0.4516129032258065
confOf-edas,jaccard,0.5882352941176471,0.5263157894736842,0.5555555555555555
confOf-edas,level2_monge_elkan,0.10135135135135136,0.7894736842105263,0.17964071856287425
confOf-edas,suffix,0.16923076923076924,0.5789473684210527,0.2619047619047619
confOf-edas,esaSim,0.5555555555555556,0.5263157894736842,0.5405405405405405
confOf-edas,level2_jaro,0.1111111111111111,0.7368421052631579,0.1931034482758621
confOf-edas,wuPalmerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,0.16666666666666666,0.5263157894736842,0.25316455696202533
confOf-edas,smoaDistance,0.24074074074074073,0.6842105263157895,0.3561643835616438
confOf-edas,jiangConrath,0.5333333333333333,0.42105263157894735,0.47058823529411764
confOf-edas,needlemanWunsch2Distance,0.5882352941176471,0.5263157894736842,0.5555555555555555
confOf-edas,umbcSim,0.45,0.47368421052631576,0.46153846153846156
confOf-edas,soft_tfidf_jaro,0.5454545454545454,0.631578947368421,0.5853658536585366
confOf-edas,mongeElkan,0.14285714285714285,0.6842105263157895,0.23636363636363633
confOf-edas,simple_tfidf,0.5238095238095238,0.5789473684210527,0.5500000000000002
confOf-edas,jaro_winkler_tfidf,0.5238095238095238,0.5789473684210527,0.5500000000000002
confOf-edas,levenshteinDistance,0.6111111111111112,0.5789473684210527,0.5945945945945946
confOf-edas,hammingDistance,0.5625,0.47368421052631576,0.5142857142857142
confOf-edas,equalDistance,0.5625,0.47368421052631576,0.5142857142857142
confOf-edas,subStringDistance,0.5,0.5263157894736842,0.5128205128205129
confOf-edas,ngramDistancedeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,0.0,0.0,0.0
confOf-edas,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,0.0,0.0,0.0
confOf-edas,jaroMeasure,0.3870967741935484,0.631578947368421,0.48000000000000004
confOf-edas,best_base_matcher,0.6111111111111112,0.5789473684210527,0.5945945945945946
confOf-ekaw,core_platform,0.8,0.4,0.5333333333333333
confOf-ekaw,majority_vote,0.8,0.4,0.5333333333333333
confOf-ekaw,ngramDistance,0.8,0.4,0.5333333333333333
confOf-ekaw,wuPalmer,0.2631578947368421,0.5,0.3448275862068966
confOf-ekaw,wuPalmerdeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,0.0,0.0,0.0
confOf-ekaw,path,0.7777777777777778,0.35,0.48275862068965514
confOf-ekaw,lin,0.7,0.35,0.4666666666666667
confOf-ekaw,level2_jara_winklerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,0.19540229885057472,0.85,0.31775700934579443
confOf-ekaw,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,0.2564102564102564,0.5,0.3389830508474576
confOf-ekaw,jaroWinklerMeasure,0.2564102564102564,0.5,0.3389830508474576
confOf-ekaw,word2Vec,0.6363636363636364,0.35,0.45161290322580644
confOf-ekaw,level2_jara_winkler,0.19540229885057472,0.85,0.31775700934579443
confOf-ekaw,prefix,0.3103448275862069,0.45,0.3673469387755102
confOf-ekaw,level2_jara_winklerdeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,0.0,0.0,0.0
confOf-ekaw,ngramDistancedeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,0.8,0.4,0.5333333333333333
confOf-ekaw,word2VecStemmed,0.5714285714285714,0.2,0.29629629629629634
confOf-ekaw,jaccard,0.8333333333333334,0.5,0.625
confOf-ekaw,level2_monge_elkan,0.20481927710843373,0.85,0.33009708737864074
confOf-ekaw,suffix,0.28888888888888886,0.65,0.39999999999999997
confOf-ekaw,esaSim,0.6363636363636364,0.35,0.45161290322580644
confOf-ekaw,level2_jaro,0.21518987341772153,0.85,0.3434343434343435
confOf-ekaw,wuPalmerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,0.2631578947368421,0.5,0.3448275862068966
confOf-ekaw,smoaDistance,0.2641509433962264,0.7,0.3835616438356165
confOf-ekaw,jiangConrath,0.7777777777777778,0.35,0.48275862068965514
confOf-ekaw,needlemanWunsch2Distance,0.8181818181818182,0.45,0.5806451612903226
confOf-ekaw,umbcSim,0.6153846153846154,0.4,0.4848484848484849
confOf-ekaw,soft_tfidf_jaro,0.5769230769230769,0.75,0.6521739130434783
confOf-ekaw,mongeElkan,0.2112676056338028,0.75,0.3296703296703297
confOf-ekaw,simple_tfidf,0.56,0.7,0.6222222222222222
confOf-ekaw,jaro_winkler_tfidf,0.5769230769230769,0.75,0.6521739130434783
confOf-ekaw,levenshteinDistance,0.8181818181818182,0.45,0.5806451612903226
confOf-ekaw,hammingDistance,0.8181818181818182,0.45,0.5806451612903226
confOf-ekaw,equalDistance,0.8,0.4,0.5333333333333333
confOf-ekaw,subStringDistance,0.5714285714285714,0.4,0.47058823529411764
confOf-ekaw,ngramDistancedeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,0.0,0.0,0.0
confOf-ekaw,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,0.0,0.0,0.0
confOf-ekaw,jaroMeasure,0.3225806451612903,0.5,0.39215686274509803
confOf-ekaw,best_base_matcher,0.5769230769230769,0.75,0.6521739130434783
confOf-iasted,core_platform,0.46153846153846156,0.6666666666666666,0.5454545454545455
confOf-iasted,majority_vote,1.0,0.4444444444444444,0.6153846153846153
confOf-iasted,ngramDistance,0.8,0.4444444444444444,0.5714285714285714
confOf-iasted,level2_monge_elkandeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,0.04411764705882353,0.6666666666666666,0.08275862068965519
confOf-iasted,wuPalmer,0.12195121951219512,0.5555555555555556,0.2
confOf-iasted,wuPalmerdeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,0.0,0.0,0.0
confOf-iasted,path,1.0,0.4444444444444444,0.6153846153846153
confOf-iasted,lin,0.6666666666666666,0.4444444444444444,0.5333333333333333
confOf-iasted,level2_jara_winklerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,0.09375,0.6666666666666666,0.16438356164383564
confOf-iasted,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,0.09090909090909091,0.4444444444444444,0.1509433962264151
confOf-iasted,word2VecdeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,0.0,0.0,0.0
confOf-iasted,jaroWinklerMeasure,0.09090909090909091,0.4444444444444444,0.1509433962264151
confOf-iasted,word2Vec,1.0,0.5555555555555556,0.7142857142857143
confOf-iasted,level2_jara_winkler,0.09375,0.6666666666666666,0.16438356164383564
confOf-iasted,prefix,0.125,0.4444444444444444,0.1951219512195122
confOf-iasted,level2_jara_winklerdeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,0.0,0.0,0.0
confOf-iasted,ngramDistancedeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,0.8,0.4444444444444444,0.5714285714285714
confOf-iasted,word2VecStemmed,1.0,0.3333333333333333,0.5
confOf-iasted,jaccard,1.0,0.4444444444444444,0.6153846153846153
confOf-iasted,level2_monge_elkan,0.04411764705882353,0.6666666666666666,0.08275862068965519
confOf-iasted,suffix,0.35294117647058826,0.6666666666666666,0.46153846153846156
confOf-iasted,word2VecStemmeddeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,0.0,0.0,0.0
confOf-iasted,esaSim,0.8,0.4444444444444444,0.5714285714285714
confOf-iasted,suffixdeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,0.0,0.0,0.0
confOf-iasted,level2_jaro,0.1111111111111111,0.6666666666666666,0.1904761904761905
confOf-iasted,wuPalmerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,0.12195121951219512,0.5555555555555556,0.2
confOf-iasted,smoaDistance,0.15789473684210525,0.6666666666666666,0.25531914893617025
confOf-iasted,level2_monge_elkandeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,0.0,0.0,0.0
confOf-iasted,jiangConrath,1.0,0.5555555555555556,0.7142857142857143
confOf-iasted,needlemanWunsch2Distance,1.0,0.4444444444444444,0.6153846153846153
confOf-iasted,umbcSim,0.5454545454545454,0.6666666666666666,0.6
confOf-iasted,soft_tfidf_jaro,0.36363636363636365,0.4444444444444444,0.39999999999999997
confOf-iasted,suffixdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,0.35294117647058826,0.6666666666666666,0.46153846153846156
confOf-iasted,word2VecStemmeddeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,1.0,0.3333333333333333,0.5
confOf-iasted,word2VecdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,1.0,0.5555555555555556,0.7142857142857143
confOf-iasted,mongeElkan,0.08955223880597014,0.6666666666666666,0.15789473684210525
confOf-iasted,simple_tfidf,0.6666666666666666,0.4444444444444444,0.5333333333333333
confOf-iasted,jaro_winkler_tfidf,0.5,0.4444444444444444,0.47058823529411764
confOf-iasted,levenshteinDistance,0.8,0.4444444444444444,0.5714285714285714
confOf-iasted,hammingDistance,0.8,0.4444444444444444,0.5714285714285714
confOf-iasted,equalDistance,1.0,0.4444444444444444,0.6153846153846153
confOf-iasted,subStringDistance,0.5,0.4444444444444444,0.47058823529411764
confOf-iasted,ngramDistancedeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,0.0,0.0,0.0
confOf-iasted,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,0.0,0.0,0.0
confOf-iasted,jaroMeasure,0.16666666666666666,0.4444444444444444,0.24242424242424243
confOf-iasted,best_base_matcher,1.0,0.5555555555555556,0.7142857142857143
confOf-sigkdd,core_platform,0.8333333333333334,0.7142857142857143,0.7692307692307692
confOf-sigkdd,majority_vote,1.0,0.5714285714285714,0.7272727272727273
confOf-sigkdd,ngramDistance,1.0,0.5714285714285714,0.7272727272727273
confOf-sigkdd,wuPalmer,0.14285714285714285,0.7142857142857143,0.23809523809523808
confOf-sigkdd,wuPalmerdeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,0.0,0.0,0.0
confOf-sigkdd,path,1.0,0.7142857142857143,0.8333333333333333
confOf-sigkdd,lin,0.7142857142857143,0.7142857142857143,0.7142857142857143
confOf-sigkdd,level2_jara_winklerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,0.1,0.5714285714285714,0.1702127659574468
confOf-sigkdd,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,0.25,0.5714285714285714,0.34782608695652173
confOf-sigkdd,jaroWinklerMeasure,0.25,0.5714285714285714,0.34782608695652173
confOf-sigkdd,word2Vec,1.0,0.7142857142857143,0.8333333333333333
confOf-sigkdd,level2_jara_winkler,0.1,0.5714285714285714,0.1702127659574468
confOf-sigkdd,prefix,0.36363636363636365,0.5714285714285714,0.4444444444444444
confOf-sigkdd,level2_jara_winklerdeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,0.0,0.0,0.0
confOf-sigkdd,ngramDistancedeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,1.0,0.5714285714285714,0.7272727272727273
confOf-sigkdd,word2VecStemmed,1.0,0.5714285714285714,0.7272727272727273
confOf-sigkdd,jaccard,1.0,0.5714285714285714,0.7272727272727273
confOf-sigkdd,level2_monge_elkan,0.09433962264150944,0.7142857142857143,0.16666666666666669
confOf-sigkdd,suffix,0.2631578947368421,0.7142857142857143,0.3846153846153846
confOf-sigkdd,esaSim,1.0,0.7142857142857143,0.8333333333333333
confOf-sigkdd,level2_jaro,0.10256410256410256,0.5714285714285714,0.17391304347826086
confOf-sigkdd,wuPalmerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,0.14285714285714285,0.7142857142857143,0.23809523809523808
confOf-sigkdd,smoaDistance,0.35714285714285715,0.7142857142857143,0.4761904761904762
confOf-sigkdd,jiangConrath,1.0,0.5714285714285714,0.7272727272727273
confOf-sigkdd,needlemanWunsch2Distance,1.0,0.5714285714285714,0.7272727272727273
confOf-sigkdd,umbcSim,0.7142857142857143,0.7142857142857143,0.7142857142857143
